Mauritanie%00,Hodh Ech Chargui%01,Timbedra%0106,Nbeiket Lahouach%010604
Mauritanie%00,Hodh Ech Chargui%01,Adel Bagrou%0107,Adel Bagrou%010701
Mauritanie%00,Hodh Ech Chargui%01,Adel Bagrou%0107,Gogui%010702
Mauritanie%00,Hodh Ech Chargui%01,Adel Bagrou%0107,Khabou%010703
Mauritanie%00,Hodh El Gharbi%02,Aïoun el-Atrouss%0201,Aïoun el-Atrouss%020101
Mauritanie%00,Hodh El Gharbi%02,Aïoun el-Atrouss%0201,Bousteilla%020102
Mauritanie%00,Hodh El Gharbi%02,Aïoun el-Atrouss%0201,El Ghayra%020103
Mauritanie%00,Hodh El Gharbi%02,Aïoun el-Atrouss%0201,Hassi Ehla%020104
Mauritanie%00,Hodh El Gharbi%02,Kobenni%0202,Kobenni%020201
Mauritanie%00,Hodh El Gharbi%02,Kobenni%0202,Adwaba%020202
Mauritanie%00,Hodh El Gharbi%02,Kobenni%0202,Groumet%020203
Mauritanie%00,Hodh El Gharbi%02,Tamchakett%0203,Tamchakett%020301
Mauritanie%00,Hodh El Gharbi%02,Tamchakett%0203,Achram%020302
Mauritanie%00,Hodh El Gharbi%02,Tamchakett%0203,Aghormiit%020303
Mauritanie%00,Hodh El Gharbi%02,Tamchakett%0203,Beneamane%020304
Mauritanie%00,Hodh El Gharbi%02,Tintane%0204,Tintane%020401
Mauritanie%00,Hodh El Gharbi%02,Tintane%0204,Gogui Zemmal%020402
Mauritanie%00,Assaba%03,Kiffa%0301,Kiffa%030101
Mauritanie%00,Assaba%03,Kiffa%0301,Bou-Lahrath%030102
Mauritanie%00,Assaba%03,Kiffa%0301,Elb El Jmel%030103
Mauritanie%00,Assaba%03,Kiffa%0301,Sava%030104
Mauritanie%00,Assaba%03,Kiffa%0301,Lebeiybat%030105
Mauritanie%00,Assaba%03,Barkéol%0302,Barkéol%030201
Mauritanie%00,Assaba%03,Barkéol%0302,Hamod%030202
Mauritanie%00,Assaba%03,Barkéol%0302,Hassi Tifounké%030203
Mauritanie%00,Assaba%03,Barkéol%0302,Oudeiy%030204
Mauritanie%00,Assaba%03,Boumdeid%0303,Boumdeid%030301
Mauritanie%00,Assaba%03,Boumdeid%0303,Aghchorguit%030302
Mauritanie%00,Assaba%03,Guérou%0304,Guérou%030401
Mauritanie%00,Assaba%03,Guérou%0304,Ould Birome%030402
Mauritanie%00,Assaba%03,Kankossa%0305,Kankossa%030501
Mauritanie%00,Assaba%03,Kankossa%0305,Diouk%030502
Mauritanie%00,Assaba%03,Kankossa%0305,Ganki%030503
Mauritanie%00,Gorgol%04,Kaédi%0401,Kaédi%040101
Mauritanie%00,Gorgol%04,Kaédi%0401,Bakaw%040102
Mauritanie%00,Gorgol%04,Kaédi%0401,Daffort%040103
Mauritanie%00,Gorgol%04,Kaédi%0401,Mboumba%040104
Mauritanie%00,Gorgol%04,Kaédi%0401,N'Dioum%040105
Mauritanie%00,Gorgol%04,Kaédi%0401,Nguidjilone%040106
Mauritanie%00,Gorgol%04,Maghama%0402,Maghama%040201
Mauritanie%00,Gorgol%04,Maghama%0402,Garlol%040202
Mauritanie%00,Gorgol%04,Mbout%0403,Mbout%040301
Mauritanie%00,Gorgol%04,Mbout%0403,Lexeiba I%040302
Mauritanie%00,Gorgol%04,Mbout%0403,Ould Birome%040303
Mauritanie%00,Gorgol%04,Monguel%0404,Monguel%040401
Mauritanie%00,Gorgol%04,Monguel%0404,Abgueïlatt%040402
Mauritanie%00,Brakna%05,Aleg%0501,Aleg%050101
Mauritanie%00,Brakna%05,Aleg%0501,El Meden%050102
Mauritanie%00,Brakna%05,Aleg%0501,Leksaïba%050103
Mauritanie%00,Brakna%05,Aleg%0501,Magtalahjar%050104
Mauritanie%00,Brakna%05,Bababé%0502,Bababé%050201
Mauritanie%00,Brakna%05,Bababé%0502,Wompou%050202
Mauritanie%00,Brakna%05,Boghé%0503,Boghé%050301
Mauritanie%00,Brakna%05,Boghé%0503,Dar El Barka%050302
Mauritanie%00,Brakna%05,Boghé%0503,Mbagne%050303
Mauritanie%00,Brakna%05,Boghé%0503,Mâl%050304
Mauritanie%00,Brakna%05,Boghé%0503,Podor%050305
Mauritanie%00,Trarza%06,Rosso%0601,Rosso%060101
Mauritanie%00,Trarza%06,Rosso%0601,Keur Macène%060102
Mauritanie%00,Trarza%06,Rosso%0601,Tekane%060103
Mauritanie%00,Trarza%06,Boutilimit%0602,Boutilimit%060201
Mauritanie%00,Trarza%06,Boutilimit%0602,Mederdra%060202
Mauritanie%00,Trarza%06,Boutilimit%0602,Ouad-Naga%060203
Mauritanie%00,Trarza%06,Boutilimit%0602,R'Kiz%060204
Mauritanie%00,Trarza%06,Boutilimit%0602,Tiguent%060205
Mauritanie%00,Trarza%06,Boutilimit%0602,Tékane%060206
Mauritanie%00,Trarza%06,Keur Macène%0603,Keur Macène%060301
Mauritanie%00,Trarza%06,Mederdra%0604,Mederdra%060401
Mauritanie%00,Trarza%06,Mederdra%0604,Sindian%060402
Mauritanie%00,Trarza%06,Ouad-Naga%0605,Ouad-Naga%060501
Mauritanie%00,Trarza%06,R'Kiz%0606,R'Kiz%060601
Mauritanie%00,Trarza%06,R'Kiz%0606,Lexeiba II%060602
Mauritanie%00,Trarza%06,Tekane%0607,Tekane%060701
Mauritanie%00,Adrar%07,Atar%0701,Atar%070101
Mauritanie%00,Adrar%07,Atar%0701,Ain Ehel Taya%070102
Mauritanie%00,Adrar%07,Atar%0701,Azougui%070103
Mauritanie%00,Adrar%07,Atar%0701,El Vaïa%070104
Mauritanie%00,Adrar%07,Aoujeft%0702,Aoujeft%070201
Mauritanie%00,Adrar%07,Aoujeft%0702,El Beyyed%070202
Mauritanie%00,Adrar%07,Chinguetti%0703,Chinguetti%070301
Mauritanie%00,Adrar%07,Chinguetti%0703,Aouinet Zbel%070302
Mauritanie%00,Adrar%07,Ouadane%0704,Ouadane%070401
Mauritanie%00,Dakhlet Nouadhibou%08,Nouadhibou%0801,Nouadhibou%080101
Mauritanie%00,Dakhlet Nouadhibou%08,Chami%0802,Chami%080201
Mauritanie%00,Tagant%09,Tidjikja%0901,Tidjikja%090101
Mauritanie%00,Tagant%09,Tidjikja%0901,El Medina%090102
Mauritanie%00,Tagant%09,Tidjikja%0901,Rachid%090103
Mauritanie%00,Tagant%09,Moudjéria%0902,Moudjéria%090201
Mauritanie%00,Tagant%09,Moudjéria%0902,Boumdeid%090202
Mauritanie%00,Tagant%09,Moudjéria%0902,Tamourt N'Aaje%090203
Mauritanie%00,Tagant%09,Tichitt%0903,Tichitt%090301
Mauritanie%00,Guidimagha%10,Sélibaby%1001,Sélibaby%100101
Mauritanie%00,Guidimagha%10,Sélibaby%1001,Baïla%100102
Mauritanie%00,Guidimagha%10,Sélibaby%1001,Ghabou%100103
Mauritanie%00,Guidimagha%10,Sélibaby%1001,Hassi Cheggar%100104
Mauritanie%00,Guidimagha%10,Sélibaby%1001,Ould Yengé%100105
Mauritanie%00,Guidimagha%10,Sélibaby%1001,Wompou%100106
Mauritanie%00,Guidimagha%10,Baïla%1002,Baïla%100201
Mauritanie%00,Guidimagha%10,Baïla%1002,Aroundou%100202
Mauritanie%00,Guidimagha%10,Ghabou%1003,Ghabou%100301
Mauritanie%00,Guidimagha%10,Ghabou%1003,Dafort%100302
Mauritanie%00,Guidimagha%10,Ould Yengé%1004,Ould Yengé%100401
Mauritanie%00,Guidimagha%10,Ould Yengé%1004,Diaguily%100402
Mauritanie%00,Guidimagha%10,Hassi Cheggar%1005,Hassi Cheggar%100501
Mauritanie%00,Tiris Zemmour%11,Zouerate%1101,Zouerate%110101
Mauritanie%00,Tiris Zemmour%11,Zouerate%1101,El Aïoun%110102
Mauritanie%00,Tiris Zemmour%11,Bir Mogrein%1102,Bir Mogrein%110201
Mauritanie%00,Tiris Zemmour%11,Fdérik%1103,Fdérik%110301
Mauritanie%00,Inchiri%12,Akjoujt%1201,Akjoujt%120101
Mauritanie%00,Inchiri%12,Akjoujt%1201,Benichab%120102
Mauritanie%00,Inchiri%12,Akjoujt%1201,El Ain%120103
Mauritanie%00,Inchiri%12,Benichab%1202,Benichab%120201
Mauritanie%00,Nouakchott-Ouest%13,Tevragh-Zeina%1301,Tevragh-Zeina%130101
Mauritanie%00,Nouakchott-Ouest%13,Ksar%1302,Ksar%130201
Mauritanie%00,Nouakchott-Ouest%13,Sebkha%1303,Sebkha%130301
Mauritanie%00,Nouakchott-Nord%14,Dar-Naïm%1401,Dar-Naïm%140101
Mauritanie%00,Nouakchott-Nord%14,Teyarett%1402,Teyarett%140201
Mauritanie%00,Nouakchott-Nord%14,Toujounine%1403,Toujounine%140301
Mauritanie%00,Nouakchott-Sud%15,El Mina%1501,El Mina%150101
Mauritanie%00,Nouakchott-Sud%15,Arafat%1502,Arafat%150201
Mauritanie%00,Nouakchott-Sud%15,Riad%1503,Riad%150301
